61;Ellen Potts;68;4.26;Finlândia;3777;[2991, 2073, 1068, 1305, 2106, 2494, 2610, 3390, 3200, 3152];True
62;Indiana Brown;57;4.15;México;3473;[3027, 2008, 2975, 1643, 2052, 1906, 1850, 2108, 2827, 2691];True
63;Diana Grey;35;1.78;Brasil;2392;[];False
64;James DeWitt Bukater;67;3.79;Argentina;2692;[2423, 2451, 3171, 1106, 1283, 2255, 3991, 2639, 2282];True
65;Clark Skywalker;66;4.46;Canadá;1856;[3446, 2850, 2186];False
66;Frodo Brown;39;1.65;Itália;2989;[1876, 3982, 1648, 3775, 3772, 2974];True
67;Leia Solo;50;2.0;México;1132;[3939, 2792, 2831, 2242, 3513, 2545, 3928, 3108];True
68;Tony Connor;28;4.87;Argentina;2658;[1648, 3493, 1026, 3031, 3193, 2045, 3823, 1072, 1983];True
69;John Wayne;57;4.31;Suécia;2530;[2094];False
70;Pepper Potts;49;1.26;Austrália;1209;[1047];False
71;Tony Skywalker;75;3.25;Portugal;1119;[3147, 2622, 1159, 1881];False
72;James Skywalker;44;4.9;Alemanha;1374;[2015, 2233];False
73;Leia Solo;43;3.11;Alemanha;1600;[1365, 2758, 2190, 2108, 2965, 2916, 2314, 2527];True
74;Gwen Ripley;50;4.81;Brasil;1679;[2976, 3386, 3533, 2901, 1112, 3472, 2571, 3476, 1553, 3947];True
75;Peter DeWitt Bukater;20;3.66;África do Sul;2574;[2378, 3550, 2017, 3198, 1463, 3917, 1755, 2868, 2988];True
76;Marty Baggins;58;1.91;Espanha;2433;[1764, 1255, 2594, 3924];False
77;Ellen Wick;56;3.42;Índia;3283;[3455];False
78;John Solo;75;2.65;Egito;2530;[3306, 3258, 2212, 2648, 3526, 1630, 3707, 2382, 2714];True
79;Gwen Stark;66;2.27;Espanha;1460;[3725, 2157, 2661, 2411, 3430, 2351];True
80;Marty Skywalker;18;3.74;México;2070;[];False
81;Samwise Wayne;65;2.0;África do Sul;2098;[3263, 2063, 1587, 2691, 2567, 1864, 1926, 1020];True
82;Han Potts;77;1.41;México;1607;[1325, 3388, 2789];False
83;Anakin DeWitt Bukater;37;4.89;Itália;2289;[3442, 3868];False
84;Bilbo DeWitt Bukater;68;1.89;Austrália;1034;[];False
85;Indiana Potts;40;1.32;Nova Zelândia;3453;[3873, 2075, 1545, 1048, 3068];False
86;Jack Dawson;27;4.14;Canadá;2972;[3561, 2044, 1652, 3275, 1549, 2689, 2729, 2627, 2598];True
87;James Stacy;75;1.98;Noruega;3199;[1255, 3178, 2053, 3645, 3925, 2636, 3090, 2762, 1015];True
88;Clark Baggins;46;1.16;Nova Zelândia;1492;[1773, 3641, 2264, 2594, 3524];False
89;Peter Connor;71;2.12;Egito;2342;[];False
90;Sarah Organa;27;2.27;Suécia;1997;[2563, 3067, 2156, 1735, 1928, 1713, 3594];True
91;Leia Dawson;54;3.13;Noruega;3194;[];False
92;Diana Gamgee;49;2.8;Coreia do Sul;3346;[2135, 3265, 2474, 1404, 1824];False
93;Gwen Gamgee;28;1.96;Austrália;3131;[2310, 2097];False
94;Indiana Baggins;26;3.49;Portugal;2326;[];False
95;Leia Wick;72;3.11;Argentina;2326;[2561, 3862, 3027, 2550, 3762, 2231, 1719];True
96;Anakin Baggins;44;2.21;Itália;3988;[3658, 2434, 2434];False
97;Clark McFly;19;1.83;Finlândia;3792;[3852, 1358, 2370];False
98;Rose Bond;71;3.69;Índia;3134;[1465, 2995, 3883];False
99;Gwen Solo;66;2.41;Noruega;3017;[];False
100;Bilbo Brown;72;3.69;Portugal;1516;[1448, 2212, 1738, 2768, 3643, 1055, 3927, 1277, 1543];True
101;Bilbo Prince;49;2.99;Suécia;1908;[2898, 3784];False
102;Indiana Brown;68;3.94;Canadá;3797;[2613];False
103;Rose Jones;49;2.06;Japão;3360;[3679, 1555];False
104;Indiana Kent;40;3.01;Portugal;3780;[1003, 2758, 3955, 3499];False
105;Han Dawson;22;3.85;Espanha;3997;[2598, 2954];False
106;Samwise Stacy;62;1.37;Alemanha;1281;[2799, 3457];False
107;Sarah Ripley;22;1.98;Suécia;3049;[];False
108;Peter Gamgee;42;1.91;França;2063;[2176, 3478, 3685];False
109;Luke DeWitt Bukater;76;1.47;Noruega;2690;[2098, 1847];False
110;Marty Prince;44;4.81;Canadá;3843;[3983, 2276, 1899];False
111;Pepper Skywalker;42;3.88;Egito;3335;[2993, 1923, 3240, 3802];False
112;Anakin Parker;27;1.28;Japão;1123;[2221, 2068, 2951, 2348];False
113;Rose Kent;78;3.68;Índia;2712;[1214, 2657, 2111, 3503, 1121, 2662];True
114;James Gamgee;55;3.16;Itália;2833;[3123, 2494, 2494, 1553, 3528, 2995, 3909, 3938, 3468];True
115;Leia Solo;29;2.77;Noruega;2278;[3880, 3129, 1601, 1413, 3007, 2284, 2403];True
116;Bilbo Jones;73;3.42;África do Sul;2504;[2315, 1552, 3744, 1007, 3413, 3291, 3091, 3839, 3817];True
117;Indiana Brown;72;1.8;Japão;2535;[3672, 3079, 2045, 1964, 2395, 2903, 1138, 1536, 3793];True
118;Clark Gamgee;73;2.69;Suécia;3102;[1826, 1382, 3027, 3807, 3205];False
119;Samwise Stacy;54;2.21;Portugal;3843;[3367, 1258, 1451, 2408, 3026, 2779, 2520, 1206];True
120;Frodo Gamgee;40;3.48;Alemanha;2505;[3811];False
121;Rose Brown;52;4.91;Nova Zelândia;1067;[3517, 3480, 1647, 1368, 1737, 2161, 1049];True
122;Diana Jones;54;2.07;Itália;3698;[3255, 2676, 3194, 2420];False
123;Clark Organa;70;4.55;África do Sul;3297;[2223, 1214, 3236];False
124;Rose Solo;78;4.27;Itália;3393;[3420, 1220, 1244, 3411, 1604, 1079, 3150, 2543, 1328, 3473];True
125;James Dawson;56;2.42;Finlândia;3085;[3644, 1371, 2701];False
126;John Dawson;61;3.2;Portugal;1332;[3337, 3948];False
127;Ellen Skywalker;65;4.58;Suécia;2116;[3560, 1042, 1666, 2071, 2225, 2565, 2117, 2565, 2261];True
128;Clark Stacy;77;2.99;Nova Zelândia;3532;[1086, 2991];False
129;Anakin Kent;56;3.83;França;2111;[1897, 1400, 3765];False
130;Anakin Bond;43;4.77;Suécia;3672;[1311, 2027, 2942];False
131;Samwise Baggins;54;3.45;Índia;3733;[1105, 2789];False
132;Gwen Wick;34;2.75;Japão;1616;[1110, 2803, 2487, 2254, 2578, 3202];True
133;Bruce Brown;79;3.33;México;1335;[2942, 2136];False
134;Samwise Wayne;66;3.31;Índia;3932;[2668];False
135;Indiana Stark;33;2.54;Brasil;2895;[1758, 2588, 1112, 1340, 2198, 1612, 1187, 1837];True
136;Sarah Stark;65;2.56;Índia;3262;[];False
137;Leia Organa;25;3.49;Coreia do Sul;3849;[];False
138;Frodo Gamgee;79;4.34;África do Sul;2166;[];False
139;Samwise Gamgee;23;4.17;Espanha;2064;[1829, 1308, 1401, 3014, 2160];False
140;James Organa;76;2.48;Alemanha;3660;[1461, 3398, 2073, 3867, 2678];False
141;Sarah Ripley;33;4.37;Brasil;3432;[1069, 3694, 1757, 1205, 3004, 1285, 3726];True
142;Gwen Dawson;78;4.43;Alemanha;3675;[1607, 1353, 1684, 1636, 3539, 3751, 2114, 3416, 3139, 1472];True
143;Indiana Potts;45;3.67;Canadá;1210;[1091];False
144;John Stark;54;1.18;França;3522;[3763, 2256, 2063, 1111, 3814, 3401, 2152, 2374];True
145;Jack DeWitt Bukater;72;1.73;Coreia do Sul;2979;[];False
146;Bruce Bond;77;2.75;Finlândia;3362;[2445, 1174, 2502, 3963, 2066, 1324, 1364, 2655];True
147;Bruce Dawson;21;1.08;Chile;2059;[1684, 3383];False
148;Sarah Stacy;29;4.55;Alemanha;3624;[2446, 3347, 1811, 1235, 3969, 2329, 3484, 2981, 1594];True
149;Ellen McFly;54;1.77;França;1429;[2920, 1316, 2789, 2978, 1919, 1354, 3302, 1697, 2665];True
150;Leia Organa;37;1.96;Portugal;1118;[1810, 2493, 3154, 3221, 3530, 3060, 3567];True
151;Leia DeWitt Bukater;28;3.92;Brasil;1365;[2532, 2495, 1047, 3798, 1360];False
152;Diana Jones;32;4.71;Itália;2951;[1803];False
153;Gandalf McFly;72;4.03;Itália;3742;[3033];False
154;Frodo Jones;27;2.05;Nova Zelândia;1699;[3420, 2293, 1291, 1247, 2144, 1063];True
155;James Jones;34;4.24;Brasil;3163;[1667, 1406, 2127, 3870, 1042];False
156;Tony DeWitt Bukater;39;1.38;Argentina;1321;[3858, 2439, 2589];False
157;Rose Bond;79;2.46;Coreia do Sul;3374;[2578, 2458, 3438, 3625, 3811, 3172];True
158;Leia Jones;42;1.4;Espanha;2017;[2312, 1569, 1674, 1963, 1745];False
159;Rose Solo;22;4.9;México;3966;[2592, 1722, 3619, 1013, 3046, 3965];True
160;Rose Brown;39;1.81;Noruega;3207;[3293, 3642, 3986, 3535, 2214];False
161;James Jones;75;4.68;Alemanha;3388;[2733, 3068, 1209, 1496];False
162;Tony Gamgee;47;1.27;Itália;1943;[3167, 1648];False
163;Frodo Stark;77;4.59;Alemanha;1693;[1940, 2377];False
164;Peter Gamgee;52;1.62;Noruega;3386;[1738, 3260, 2590, 3084, 2995, 1664, 3794];True
165;John Bond;34;4.72;Índia;1424;[1053, 3061, 3931, 3266, 2938, 1844];True
166;Rose Grey;41;1.13;Índia;1485;[3074, 3349, 2102, 2551, 2126, 2219, 3015, 1377];True
167;Pepper Jones;46;3.46;Alemanha;2262;[];False
168;Leia Parker;20;1.69;Índia;3670;[1120, 3313];False
169;Bilbo Potts;21;2.8;África do Sul;1310;[2504, 1496, 3140, 2428, 2925, 1744, 3268, 2305, 3294, 3982];True
170;Han DeWitt Bukater;21;3.77;Egito;3065;[2314, 2669];False
171;Marty Solo;51;3.78;Austrália;2560;[];False
172;Gwen Wayne;25;1.16;África do Sul;3341;[];False
173;Emmett Connor;35;4.09;Argentina;2873;[2090, 3378, 1042, 3516, 2193, 1730, 2076, 2229];True
174;Sarah Prince;41;2.67;Brasil;2345;[2410, 2672, 3118, 2121, 3443];False
175;Anakin Jones;77;2.59;Austrália;1765;[1089];False
176;Gwen Brown;37;1.09;Brasil;1974;[3670, 1542, 3499, 2511, 3548, 1726, 2640];True
177;Peter Grey;28;1.02;Argentina;3803;[];False
178;Emmett Potts;23;4.51;França;2368;[1779, 2865, 2996, 2865, 1426, 3494, 1100, 2906, 1519, 1185];True
179;James Skywalker;48;3.93;Nova Zelândia;1379;[3535, 3651, 3176, 1476, 2555, 1913, 2912];True
180;James Wick;49;4.86;Austrália;2935;[1144, 3940, 3625, 2515, 3480, 1719];True
181;Bruce Connor;29;3.54;França;3391;[2842, 1638, 1007, 1945, 2903];False
182;James Ripley;23;2.28;Japão;3866;[2320, 2513, 3418];False
183;Diana Wayne;22;3.57;Brasil;2130;[];False
184;Jack DeWitt Bukater;75;3.34;Portugal;3045;[2045, 2329, 2468, 3837, 3115, 1935, 3156, 1031, 1685];True
185;Bilbo Stark;50;1.05;Canadá;1433;[1339, 3605, 3330, 2606, 3382, 1650];True
186;Jack McFly;71;2.64;África do Sul;3533;[1933];False
187;Frodo Gamgee;56;3.63;Alemanha;2481;[2271, 3363];False
188;Tony Bond;43;2.57;França;1177;[2255];False
189;Ellen McFly;35;2.94;França;1310;[1992, 3815, 3955, 1684];False
190;Anakin DeWitt Bukater;52;1.73;Brasil;1022;[2648, 3278, 3987, 2645];False
191;Bruce Skywalker;59;1.8;Finlândia;2213;[3163, 3009];False
192;Emmett Prince;22;1.63;Chile;1553;[2871, 2537, 1627, 2761, 3783, 3578, 2773, 3433, 3328, 1171];True
193;Luke Bond;64;2.99;Austrália;3709;[3236, 3351, 3333, 1812, 2543, 2390, 1717, 1968, 2550, 3864];True
194;Indiana Ripley;54;4.43;Suécia;2695;[3145, 3601, 3098, 3407, 2391, 2425, 2196, 2356];True
195;Diana Stark;39;4.67;Portugal;1452;[1209, 3718];False
196;Gandalf McFly;61;1.71;Itália;2319;[3487, 1197, 2335, 1005, 2367];False
197;Indiana Baggins;62;3.03;Noruega;3619;[1892, 2917, 3063, 3449, 1525, 1030];True
198;Pepper Ripley;25;2.49;Japão;3605;[3522, 3851, 3206, 2919, 3066, 3494, 1922, 1570, 2916];True
199;Bilbo Kent;32;2.17;Brasil;2560;[1309, 3700, 2210, 3501, 1517, 2862, 1334, 2845];True
200;Frodo Dawson;50;2.83;Itália;2519;[1436, 2467, 1388, 2470, 1397, 1239, 1447, 3047];True
201;Gwen Connor;70;1.91;Portugal;2724;[1438, 1655, 1106, 2823, 3503, 1433, 2232];True
202;Leia Stacy;18;3.13;Alemanha;2615;[2940, 2790, 2056, 3326, 3469];False
203;Anakin Stacy;71;4.07;Finlândia;2857;[3151, 2601, 3507, 1261, 3849, 1492, 1869];True
204;Sarah Gamgee;46;2.06;Argentina;2717;[3951];False
205;James Solo;18;2.97;Itália;2487;[];False
206;Gandalf Wayne;28;3.84;Argentina;1778;[2523, 1652, 1777, 3799, 3638, 3337, 1700, 2332];True
207;Rose Potts;37;2.12;Suécia;3682;[3922, 1361, 3802, 3412, 1809, 2264, 3299, 1867];True
208;Sarah Grey;32;4.04;Nova Zelândia;3122;[2328, 2449, 2627, 3755, 3300, 3955, 3664, 1590];True
209;John Connor;77;3.49;Argentina;1143;[1595, 1038, 1709, 3384, 3627, 2272, 1079, 1620, 3451];True
210;Pepper Wick;29;2.43;Japão;1502;[3039, 3650, 1725, 2369, 1104, 2021, 1438, 2576, 3009, 3370];True
211;Han Stark;22;4.36;Noruega;1627;[2793, 1124, 2848, 3809, 1998, 1246, 1035, 2697, 3823];True
212;Samwise Organa;50;3.37;Alemanha;2705;[3622, 3919, 1176, 3421, 1197, 2627, 3471, 1433];True
213;James Prince;55;3.08;Espanha;3570;[2288, 3130, 3633, 2094, 1396, 3033, 2888, 3001, 1234, 2475];True
214;Tony Ripley;50;3.2;Egito;2363;[3930, 3531, 1311, 3207, 2154, 3520];True
215;Frodo Organa;67;4.42;Espanha;1201;[1005, 1988, 1237, 3521, 2952, 3187, 2407];True
216;Indiana Brown;21;4.43;Noruega;1240;[1894, 1691, 2913];False
217;Frodo Ripley;18;3.86;Espanha;1102;[1570, 3595, 3539, 2354, 1458, 2181, 3480, 2942, 2354];True
218;Ellen DeWitt Bukater;74;1.14;Suécia;3918;[3784, 1613, 2518, 2851, 1303, 1184];True
219;Indiana McFly;46;1.67;Nova Zelândia;1130;[1517, 1940, 3485, 2249, 3667, 1420, 2888, 3736, 3641, 3536];True
220;Peter Organa;30;1.63;Alemanha;1245;[];False
221;Bruce Wick;80;4.52;Itália;3968;[3969, 2629, 3195, 3096, 1644, 3549, 2650];True
222;Gandalf Organa;68;4.01;França;2525;[1263];False
223;Marty Connor;53;2.05;México;3957;[2745, 1494];False
224;Emmett Jones;70;4.1;Japão;1647;[3629, 1421, 2877, 2486];False
225;Indiana Connor;32;4.5;Nova Zelândia;3343;[3040, 1546, 2565, 2617, 3899, 1834, 3802, 1558, 3256];True
226;Sarah Stacy;78;4.67;Argentina;1304;[2683, 1395, 2087, 3050];False
227;Pepper McFly;47;3.78;Noruega;3759;[1411, 3361, 3251, 2871, 3315, 3187, 1341, 2966, 2380, 1634];True
228;John Organa;52;1.51;Brasil;3826;[2181, 2286, 2650];False
229;Bilbo Brown;33;4.05;Espanha;3297;[3822, 2876, 2558, 3910, 2815];False
230;Peter Gamgee;48;2.6;Itália;2503;[2723, 1693, 3810, 1079, 2630, 2880, 3657, 1279, 3532, 1765];True
231;Bilbo Grey;70;3.03;Espanha;3554;[2177, 3982, 3883, 3127, 3065];False
232;Pepper Stacy;26;2.21;África do Sul;3884;[3302, 1843];False
233;Marty Wick;45;1.61;Alemanha;2776;[1743, 3593, 1500, 2238, 3283];False
234;Sarah Dawson;63;1.53;Alemanha;2341;[3551, 3673, 2186, 2533, 2716];False
235;Diana Gamgee;19;3.29;Japão;1878;[2520, 1127, 3888];False
236;Clark Organa;25;1.81;Canadá;2100;[3744, 1039, 2958];False
237;Bilbo Grey;25;1.44;Egito;3772;[3694, 3151, 2366, 3091, 2176, 1984, 3727];True
238;Marty Skywalker;64;4.85;Canadá;2965;[1908, 3018, 2420, 2915];False
239;Bilbo Grey;41;2.56;Noruega;3546;[1954];False
240;Emmett Stacy;33;1.9;Austrália;2519;[2288, 3006, 3981];False
241;Han Parker;54;4.07;África do Sul;1443;[2943, 3121, 2804, 3521, 3940, 2840, 3548, 1220, 3530, 2384];True
242;John Kent;31;3.76;Portugal;1404;[2469];False
243;Frodo Grey;51;1.75;Argentina;2271;[3166, 1398, 3213];False
244;Jack Connor;31;4.53;Brasil;1761;[3468, 1705, 1437, 2929, 2812];False
245;Gandalf Ripley;66;1.71;México;3458;[3905, 3191, 3548, 3782, 2773, 1645, 1404, 1775, 1801, 1030];True
246;Sarah Parker;26;3.62;Alemanha;2604;[2260, 1682, 3766, 2510, 3779, 1570];True
247;Tony Wayne;25;4.46;Argentina;1051;[];False
248;Pepper Stark;54;3.53;Itália;2172;[1485, 1174, 2735, 3789];False
249;Anakin Ripley;56;2.69;Brasil;2493;[1516, 2407, 1374, 2950, 1561, 1396, 1704, 1290];True
250;Leia Skywalker;56;1.33;Índia;1716;[3415, 2595, 3347, 3510, 3638, 3665, 1228];True
251;Marty McFly;57;2.35;Canadá;1138;[2378, 2157, 1275, 1334, 3977, 3790];True
252;Luke Organa;30;4.97;França;2556;[3800];False
253;Han Potts;80;4.2;Austrália;1600;[2227, 1312, 3066, 1700, 2574, 3149];True
254;John Potts;18;2.25;Espanha;1449;[];False
255;Diana Kent;45;2.11;Nova Zelândia;3726;[3021, 3010, 2452, 2615, 1093, 3129, 2347];True
256;Indiana Wayne;68;3.75;Espanha;3763;[1028, 3956, 3976];False
257;Ellen Dawson;32;2.59;Brasil;1752;[1526];False
258;Anakin Ripley;34;1.44;Egito;1795;[1995, 1207];False
259;Tony Baggins;45;2.16;África do Sul;3432;[3290, 2189, 3473, 1600, 2351];False
260;Frodo Wayne;46;3.33;Itália;1777;[];False
261;Indiana Solo;78;4.79;Brasil;1219;[3068, 1166, 1224, 3348, 1452, 3922];True
262;Frodo Dawson;43;4.48;Canadá;1352;[];False
263;Frodo Wick;34;2.94;Austrália;2878;[2781, 3420];False
264;Anakin Brown;29;2.51;Alemanha;1220;[1896];False
265;Han Skywalker;32;2.29;Alemanha;3350;[3588, 1037, 3510, 1739];False
266;Luke Connor;31;2.54;Austrália;1272;[1757, 3640, 2718, 3792, 1254, 2478, 2982];True
267;Peter Stark;19;4.64;Suécia;2511;[1160, 3926];False
268;Bilbo Gamgee;78;3.85;Canadá;2610;[2064, 1046, 2759, 1795, 3810, 2996];True
269;Gandalf Connor;53;1.73;França;2621;[2926, 1578, 2031];False
270;Samwise Potts;60;2.72;Egito;2583;[1260, 1920];False
271;Luke Wayne;18;1.59;Japão;2465;[2900, 1834, 3630];False
272;Gwen Skywalker;37;3.44;Finlândia;2989;[2263, 2956, 2562, 3756, 3349, 3382];True
273;Jack Wick;34;2.43;Chile;1494;[3764, 1353, 1727];False
274;Diana Gamgee;73;4.43;Argentina;1856;[1625, 2816, 2181];False
275;Sarah Connor;67;4.71;Canadá;2539;[3943, 2381, 3607, 2304, 3897, 2548, 2040, 2432, 1176, 2610];True
276;Tony Prince;67;2.61;Egito;1058;[2393, 1061, 3973, 3934, 2058, 1334, 1234, 1123, 3334, 1758];True
277;John Bond;75;1.12;França;1632;[3422, 1867, 3027, 3315, 3410, 2290];True
278;Anakin Stark;54;3.67;Alemanha;1278;[2646];False
279;John McFly;45;1.36;Coreia do Sul;2071;[1498, 1044, 3859, 1045, 3244, 2041, 2211];True
280;Marty Ripley;44;4.88;Argentina;1169;[2671, 2791, 3928, 2717];False
281;Emmett Parker;71;1.5;Chile;2286;[2191];False
282;Emmett Dawson;67;2.18;Alemanha;3900;[1104, 1830, 2094];False
283;Sarah Potts;26;1.51;França;1638;[1242, 1710, 3953];False
284;Diana Skywalker;77;1.72;Brasil;1612;[1931, 2219, 1748, 1947, 2487];False
285;Indiana McFly;68;4.44;Canadá;2342;[3057, 2093, 1759, 1119, 2619, 3028, 2452, 1125, 2830, 1102];True
286;Tony Wayne;72;3.13;Egito;3464;[1627, 2047];False
287;Samwise Grey;19;4.92;África do Sul;2243;[2606];False
288;Rose Potts;70;1.53;Japão;2175;[3448];False
289;Ellen Potts;72;3.67;Noruega;1576;[1672, 1288];False
290;John Connor;61;4.59;Índia;3925;[];False
291;Diana Grey;56;1.65;África do Sul;2816;[3319];False
292;Ellen Dawson;32;2.04;África do Sul;2255;[2266, 2342, 2639, 1055, 2583];False
293;Bilbo Wick;38;3.74;Suécia;2364;[3100, 1913];False
294;Bruce Wick;31;2.54;Argentina;3053;[3022, 3024, 3668, 1414, 2633, 3933, 2819, 1947, 1608];True
295;Emmett Parker;53;1.17;Canadá;2742;[];False
296;Leia Jones;33;2.63;Brasil;1530;[3870, 3650, 2016, 1690, 1547, 3907, 3450, 2206, 1968, 3645];True
297;Marty Jones;41;1.6;Suécia;2346;[2016, 2608, 3249, 3699, 3546, 2040, 2034, 1080];True
298;Samwise Kent;63;3.27;Itália;2505;[1639, 2546, 1428, 1955, 2669, 1446, 2069, 1590];True
299;Clark DeWitt Bukater;45;3.41;Japão;1906;[1348, 1773, 1131, 3250];False
300;Leia Organa;62;2.28;Portugal;2990;[3852, 3330, 1445, 1273, 2483];False
301;Sarah Organa;42;2.01;Chile;3762;[1985, 1160, 2988, 2491, 3362, 1316, 3216, 3432, 3974];True
302;Han Ripley;22;3.71;Chile;2476;[3427, 1656, 1798, 1653, 1894, 3303, 2914];True
303;Pepper Potts;78;3.21;Alemanha;2292;[1488, 3175];False
304;Bilbo Solo;68;2.82;Egito;1004;[2512, 3334, 1398, 1421, 3464, 3947, 1738];True
305;Peter Parker;20;2.99;Alemanha;3058;[2956, 2858, 1110];False
306;Bruce Wayne;27;4.66;Alemanha;1528;[1499, 2287, 3486, 1154, 3922, 2128, 1027];True
307;Marty Prince;31;4.44;Canadá;2933;[2538];False
308;Pepper Brown;80;1.76;Egito;2666;[1404];False
309;Ellen Brown;57;4.43;Canadá;3121;[3577, 2108, 1182, 2322, 3929, 3608, 2895, 3983, 1035];True
310;Anakin Stark;65;2.01;Noruega;1114;[2147, 2457];False
